"Area","Menu","Page","URL","Type","Cards","Table Columns","Inputs","View / Detail","Actions","Notes"
"Laporan","Kebutuhan Barang","Kebutuhan Barang","/report-need-for-goods","Report","—","#, Kode, Tanggal, Sales / Customer / Produk / Brand, Pembuat, Status, # | #, Nama Barang, Kebutuhan Qty, Sisa Stok Saat Ini, Selisih, Qty Order, Harga (Rp), Total Kebutuhan (Rp), Total Selisih + (Rp), Total Selisih - (Rp), Total Qty Order (Rp), Catatan, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga","Catatan","Modal Detail via AJAX (ajaxDetail('130','modal-lg');)","Riwayat, Process, Lihat, Hide",""
"Laporan","Laporan BusDev","Follow Up Pelanggan","/report-follow-up-customer","Report","0 Total Follow Up; 0 Follow Up Sukses; 0 Follow Up Gagal; 0 Terbanyak","—","BusDev:, Periode: *","—","—",""
"Laporan","Laporan BusDev","Buku Tamu","/report-guest-book","Report","Total Tamu 102 Pada periode ini; Rata-rata / Hari 3.4 Tamu per hari; Perusahaan 2 Perusahaan unik; Tamu Terbanyak 1 N Aristya","No, Tanggal, Waktu, Nama, Telepon, Email, Alamat, Perusahaan, Tujuan, Bertemu, BusDev","BusDev:, Periode: *","—","—",""
"Laporan","Laporan Keuangan","Neraca","/report-balance-sheet","Report","—","Description, Balance","Periode: *","Modal Detail via AJAX (ajaxDetail(2, 'modal-xl'))","—",""
"Laporan","Laporan Keuangan","Buku Besar","/report-general-ledger","Report","—","Kode CoA, Nama CoA, Opening, Debet, Kredit, Perubahan, Saldo","Periode: *","—","—",""
"Laporan","Laporan Keuangan","Laba Rugi","/report-profit-loss","Report","—","Description, Balance","Periode: *","Modal Detail via AJAX (ajaxDetail(83, 'modal-xl'))","—",""
"Laporan","Laporan Keuangan","Neraca Saldo","/report-trial-balance","Report","—","Kode, Nama Akun, Saldo Awal, Perubahan, Saldo Akhir, Debit, Kredit, Debit, Kredit, Debit, Kredit","Periode: *, Tampilkan:","Modal Detail via AJAX (ajaxDetail(7, 'modal-xl'))","BCA (2640351589)",""
"Laporan","Laporan Persediaan","Mutasi Barang","/report-mutation-goods","Report","—","—","Gudang: *, Barang:, Periode: *","—","—",""
"Laporan","Laporan Persediaan","Stok","/report-stock","Report","—","—","Gudang: *, Tampilkan:, Lokasi Barang","—","—",""
"Laporan","Laporan Persediaan","Stok Valuation","/report-stock-valuation","Report","—","—","Gudang: *, Tampilkan:, Lokasi Barang","—","—",""
"Pengaturan","Akun Saya","Akun Saya","/account","Form","—","—","Nama * Nama lengkap, Email * Email address, Nomor Telepon Kontak, Tanda Tangan Digital signature, Upload Foto Profile picture, Pilih file foto, Kata Sandi Baru New password, Konfirmasi Kata Sandi Confirm password","—","Batal, Simpan Perubahan",""
"Pengaturan","Catatan Aktifitas","Catatan Aktifitas","/activity-log","List","—","#, Waktu, Pengguna, Modul, Aksi, Deskripsi, IP Address, #","Periode: *, Pengguna:, Aksi:","Modal Detail via AJAX (ajaxDetail('17546','modal-lg');)","Lihat",""
"Pengaturan","Pengaturan","Pengaturan","/setting","Form","—","—","Nama Aplikasi * App name, Deskripsi * App description, Versi * App version, Site Key Public key, Secret Key Private key, Copyright * Teks copyright, Copyright URL * Link website, Alamat Alamat sistem, Text to display, To what URL should this link go?, Open in new window, Use default protocol, Select from files, Image URL, Video URL (YouTube, Google Drive, Vimeo, Vine, Instagram, DailyMotion, Youku, Peertube), ESC, ENTER, CTRL+Z, CTRL+Y, TAB, SHIFT+TAB, CTRL+B, CTRL+I, CTRL+U, CTRL+SHIFT+S, CTRL+BACKSLASH, CTRL+SHIFT+L, CTRL+SHIFT+E, CTRL+SHIFT+R, CTRL+SHIFT+J, CTRL+SHIFT+NUM7, CTRL+SHIFT+NUM8, CTRL+LEFTBRACKET, CTRL+RIGHTBRACKET, CTRL+NUM0, CTRL+NUM1, CTRL+NUM2, CTRL+NUM3, CTRL+NUM4, CTRL+NUM5, CTRL+NUM6, CTRL+ENTER, CTRL+K","—","100%, 50%, 25%, Batal, Simpan Perubahan",""
"Pengaturan","Perusahaan","Perusahaan","/company","Form","—","—","Nama Perusahaan * Nama resmi perusahaan, Telepon * Nomor kontak, Website * URL website, QR Code Auto-generate, Logo Perusahaan Upload logo, Pilih file logo, Alamat Lokasi perusahaan, Text to display, To what URL should this link go?, Open in new window, Use default protocol, Select from files, Image URL, Video URL (YouTube, Google Drive, Vimeo, Vine, Instagram, DailyMotion, Youku, Peertube), ESC, ENTER, CTRL+Z, CTRL+Y, TAB, SHIFT+TAB, CTRL+B, CTRL+I, CTRL+U, CTRL+SHIFT+S, CTRL+BACKSLASH, CTRL+SHIFT+L, CTRL+SHIFT+E, CTRL+SHIFT+R, CTRL+SHIFT+J, CTRL+SHIFT+NUM7, CTRL+SHIFT+NUM8, CTRL+LEFTBRACKET, CTRL+RIGHTBRACKET, CTRL+NUM0, CTRL+NUM1, CTRL+NUM2, CTRL+NUM3, CTRL+NUM4, CTRL+NUM5, CTRL+NUM6, CTRL+ENTER, CTRL+K, Quotes/Tagline Motto perusahaan","—","100%, 50%, 25%, Batal, Simpan Perubahan",""
"BERANDA","Beranda","Beranda","/","List","Dasbor D. Jadwal Produksi; Dasbor D. Realisasi Produksi; Dasbor D. Penjualan Sample; Dasbor D. Penjualan Barang; Dasbor D. Pelanggan; Dasbor D. Sample; Dasbor Eksekutif D. Eksekutif; Dasbor Eksekutif D. Notifikasi; Dasbor Departemen D. Digital Marketing; Dasbor Departemen D. BusDev; Dasbor Departemen D. RnD; Dasbor Departemen D. Purchasing; Dasbor Departemen D. Legalitas; Dasbor Departemen D. Produksi; Dasbor Departemen D. Gudang; Dasbor Departemen D. HR; Dasbor Departemen D. Keuangan; Dasbor BusDev D. Buku Tamu; Dasbor BusDev D. Client Sample; Dasbor BusDev D. Client Produksi; Dasbor BusDev D. Client RO; Dasbor BusDev D. Lost; Persetujuan Pembelian ~; Persetujuan 1 Retur Pembelian ~; Persetujuan Penjualan Sample ~; Persetujuan Penjualan Produk ~; Persetujuan Retur Penjualan ~; Persetujuan 2 Permintaan HPP ~; Persetujuan Permintaan Pembelian ~; Persetujuan 5 Permintaan Barang ~; Umum Checklist Progress; Umum Checklist Tracking; Umum Checklist; Umum Kategori Checklist; Pembelian Buat Pembelian; Pembelian 700 Faktur Pembelian; Pembelian Retur Pembelian; Pembelian DP Pembelian; Pembelian Bayar Pembelian; Operasional 61 Kebutuhan Barang; Operasional 10 Permintaan Barang; Operasional Permintaan Pembelian; Barang Masuk 17 Pembelian Masuk; Barang Masuk Retur Penjualan; Barang Keluar Transfer Barang; Barang Keluar 8 Pengiriman Barang; Barang Keluar Retur Pembelian; Operasional Stok Opname; Operasional Leads; Operasional Buku Tamu; Operasional Client Sample; Operasional Client Produksi; Operasional Client RO; Operasional Client Lost; Penjualan Penjualan Sample; Penjualan 436 Bayar Sample; Penjualan Penjualan; Penjualan Retur Penjualan; Penjualan DP Penjualan; Penjualan Faktur Penjualan; Penjualan Bayar Penjualan; Pra Produksi Penyesuaian Formulasi; Pra Produksi Formulasi; Pra Produksi Permintaan HPP; Pra Produksi 27 Batch Record; Pra Produksi 6 Jadwal Mixing; Pra Produksi Jadwal Filling; Pra Produksi 10 Jadwal Packaging; Produksi 6 Produksi Mixing; Produksi Produksi Filling; Produksi 10 Produksi Packaging; Akuntansi Jurnal Umum; Akuntansi Kas Bank Keluar; Akuntansi Kas Bank Masuk; Operasional Penyesuaian Stok; Laporan Kebutuhan Barang; Laporan Persediaan Stok; Laporan Persediaan Mutasi Barang; Laporan Persediaan Stok Valuation; Laporan BusDev Buku Tamu; Laporan BusDev Follow Up Pelanggan; Laporan Keuangan Buku Besar; Laporan Keuangan Laba Rugi; Laporan Keuangan Neraca Saldo; Laporan Keuangan Neraca; Pengaturan Akun Saya; Pengaturan Perusahaan; Pengaturan Pengaturan; Pengaturan Catatan Aktifitas","—","Search","—","—",""
"BERANDA","Beranda","Buat Pembelian","/purchase","List","—","#, Kode, Tanggal, Supplier, Gudang, Pembuat, Nominal, Status, #","Search, GSTable1_length","[Detail Pembelian] • Field: Kode, Status, Supplier, Gudang, Pembuat, Tanggal, Jatuh Tempo, Subtotal, Pajak (0.00%), Grand Total • Tabel Detail: (#, Barang, Qty, Harga, Total, Diterima, Sisa) • Aksi Modal: Tutup","Riwayat, Buat, Modal Tutup",""
